pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.41161,-0.025675,0.71485,0.34859,0.41423,0.46643,0.45751,0.51947,0.70087,0.74318
-0.31886,-0.13622,0.7216,0.39331,0.43929,0.50765,0.52542,0.58235,0.76989,0.66803
-0.33369,-0.13891,0.73253,0.38687,0.39622,0.4368,0.49883,0.5621,0.75554,0.53911
-0.28556,-0.20767,0.74813,0.34231,0.42534,0.48469,0.55395,0.59275,0.77728,0.54561
-0.27731,-0.23179,0.73223,0.35545,0.38948,0.41275,0.41537,0.42584,0.57827,0.68768
-0.22688,-0.29531,0.71664,0.33451,0.39056,0.40751,0.43739,0.48985,0.63942,1.0217
-0.27617,-0.261,0.68186,0.36347,0.3726,0.36759,0.43851,0.47236,0.59253,0.65913
-0.32374,-0.2298,0.63721,0.34532,0.35512,0.36918,0.40302,0.45892,0.58679,0.73656
-0.30876,-0.25526,0.61615,0.34253,0.35818,0.3742,0.40872,0.46684,0.58251,0.5123
-0.28534,-0.28868,0.579,0.35277,0.34207,0.34771,0.42264,0.48453,0.59511,0.46485
-0.29047,-0.2935,0.55231,0.33436,0.33267,0.33224,0.36264,0.39037,0.48143,0.51965
-0.26618,-0.32091,0.542,0.33211,0.32407,0.3181,0.42327,0.51165,0.6204,0.47472
-0.30369,-0.29306,0.53149,0.33243,0.32093,0.31293,0.4064,0.48389,0.59237,0.4592
-0.33704,-0.26785,0.51724,0.33372,0.32577,0.3209,0.39862,0.46945,0.56461,0.45024
-0.32963,-0.27861,0.4589,0.32522,0.31333,0.30042,0.37458,0.43127,0.52082,0.42578
-0.33432,-0.2754,0.44009,0.33286,0.31414,0.30176,0.38244,0.45463,0.54118,0.43789
-0.3511,-0.2585,0.44516,0.33011,0.31479,0.30282,0.3562,0.40134,0.47521,0.40132
-0.34132,-0.26771,0.46308,0.32203,0.32228,0.31515,0.36189,0.4078,0.4899,0.38501
-0.31949,-0.28741,0.40736,0.33333,0.31099,0.29657,0.3548,0.41417,0.48674,0.40721
-0.35004,-0.25501,0.44374,0.33333,0.32293,0.31621,0.35036,0.39128,0.46678,0.4675
-0.37362,-0.22937,0.51051,0.33333,0.34024,0.3447,0.39459,0.47664,0.58676,0.48042
-0.39778,-0.20747,0.52443,0.33333,0.34255,0.3485,0.39642,0.48561,0.61207,0.47919
-0.41239,-0.19298,0.52497,0.34016,0.34095,0.34586,0.37925,0.44565,0.5552,0.44775
-0.40644,-0.2021,0.50535,0.33333,0.33799,0.34099,0.39402,0.47879,0.57989,0.48039
-0.39107,-0.21923,0.49644,0.33333,0.34024,0.34469,0.373,0.43489,0.52775,0.43831
-0.37711,-0.23337,0.49442,0.33333,0.33282,0.33248,0.34704,0.3821,0.45276,0.37182
-0.33664,-0.27496,0.47794,0.33333,0.32166,0.31414,0.34256,0.39719,0.48602,0.40671
-0.34971,-0.2625,0.49787,0.33333,0.33319,0.3331,0.34962,0.38767,0.45992,0.37182
-0.35697,-0.25725,0.48413,0.33333,0.33241,0.33181,0.34634,0.37799,0.4481,0.35809
-0.3368,-0.27635,0.46828,0.33333,0.32487,0.31941,0.34502,0.40107,0.49251,0.40811
-0.32415,-0.28998,0.47326,0.33333,0.33154,0.33039,0.3443,0.405,0.51622,0.41979
-0.36039,-0.25448,0.48271,0.33333,0.32627,0.32171,0.34007,0.39464,0.49173,0.40553
-0.35976,-0.25532,0.45614,0.33333,0.31882,0.30945,0.31145,0.35276,0.45092,0.38357
-0.37607,-0.23674,0.4644,0.33333,0.32849,0.32537,0.31016,0.33259,0.41323,0.35011
-0.36233,-0.24627,0.46414,0.33333,0.3318,0.33081,0.31573,0.33354,0.40078,0.36329
-0.36075,-0.24485,0.45845,0.33333,0.32441,0.31866,0.3033,0.331,0.42232,0.37351
-0.35074,-0.25014,0.46154,0.33333,0.33487,0.33586,0.31365,0.33185,0.41348,0.35785
-0.35292,-0.24278,0.45394,0.33333,0.3293,0.3267,0.30892,0.34059,0.43563,0.37663
-0.3506,-0.24286,0.46152,0.33333,0.3293,0.3267,0.31187,0.33377,0.42075,0.35455
-0.3543,-0.23469,0.46408,0.33333,0.33301,0.3328,0.31526,0.32894,0.40527,0.34767
-0.34082,-0.24717,0.45378,0.33333,0.3368,0.33904,0.32427,0.34104,0.41833,0.36017
-0.33625,-0.24888,0.46691,0.33333,0.33269,0.33227,0.31462,0.33358,0.40812,0.3722
-0.333,-0.25056,0.47406,0.33333,0.33498,0.33603,0.31678,0.33276,0.40952,0.35613
-0.33104,-0.25125,0.45772,0.33333,0.33427,0.33488,0.32232,0.33797,0.39749,0.36393
-0.3397,-0.23967,0.47948,0.33333,0.33388,0.33424,0.32564,0.33261,0.38735,0.39626
-0.34371,-0.23388,0.46815,0.33333,0.33521,0.33642,0.32117,0.33271,0.39439,0.36859
-0.35179,-0.22439,0.47751,0.33333,0.33707,0.33947,0.31927,0.33419,0.40136,0.36851
-0.35275,-0.22198,0.4705,0.33333,0.33648,0.33851,0.31677,0.3361,0.41428,0.3731
-0.35777,-0.21285,0.46343,0.33333,0.33539,0.33672,0.31729,0.3357,0.41195,0.37045
-0.37987,-0.18826,0.46712,0.33333,0.3357,0.33723,0.32048,0.34096,0.42812,0.37796
-0.37615,-0.18721,0.47992,0.33333,0.33691,0.33922,0.32364,0.34921,0.42207,0.37589
-0.38742,-0.17236,0.47098,0.33333,0.33658,0.33474,0.32055,0.33971,0.40706,0.36061
-0.36734,-0.18773,0.47848,0.33333,0.33488,0.33362,0.32117,0.33837,0.42392,0.37799
-0.3681,-0.18381,0.49605,0.33333,0.33995,0.34421,0.33321,0.35656,0.45108,0.40133
-0.37823,-0.17355,0.48738,0.33333,0.3398,0.34398,0.33338,0.36222,0.46811,0.39451
-0.38864,-0.16418,0.46008,0.33333,0.33936,0.34325,0.33524,0.36648,0.46956,0.3943
-0.38019,-0.17292,0.44631,0.33333,0.33423,0.33481,0.32549,0.33883,0.42477,0.36645
-0.37283,-0.1799,0.43609,0.33333,0.32229,0.31516,0.30795,0.3203,0.39634,0.3612
-0.34087,-0.21314,0.42398,0.33333,0.32159,0.31401,0.30373,0.30642,0.37371,0.35341
-0.35613,-0.19865,0.41961,0.33333,0.32439,0.31863,0.31075,0.31889,0.38247,0.36423
-0.3712,-0.18261,0.42242,0.33333,0.32486,0.32338,0.30228,0.30643,0.36684,0.35497
-0.35986,-0.19097,0.40984,0.33333,0.33191,0.33099,0.3157,0.31786,0.37072,0.36171
-0.3815,-0.16582,0.4152,0.33333,0.33223,0.33151,0.31568,0.32377,0.37472,0.36227
-0.37436,-0.16985,0.40392,0.33333,0.33716,0.33963,0.32375,0.3383,0.38015,0.37924
